CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,Churn
CUST0058,Male,0,32.0,91.82,2830.46,Month-to-Month,Fiber Optic,Mailed Check,0.0
CUST0059,Female,0,24.0,110.97,,Month-to-Month,Fiber Optic,Electronic Check,1.0
CUST0060,Female,1,,98.91,4903.96,One Year,Fiber Optic,Electronic Check,1.0
CUST0061,Male,0,20.0,,1555.43,,DSL,Electronic Check,0.0
CUST0062,Male,1,16.0,48.67,,Month-to-Month,DSL,Electronic Check,0.0
CUST0063,Female,0,71.0,59.71,4379.89,Month-to-Month,DSL,Electronic Check,1.0
CUST0064,Male,0,56.0,88.41,5091.9,One Year,Fiber Optic,Bank Transfer,1.0
CUST0065,Female,0,37.0,96.01,3407.08,One Year,Fiber Optic,Electronic Check,1.0
CUST0066,Female,1,29.0,108.99,3049.16,Two Year,Fiber Optic,Mailed Check,0.0
CUST0067,Female,0,33.0,80.99,2693.96,Month-to-Month,Fiber Optic,Bank Transfer,1.0
CUST0068,Male,0,15.0,75.73,1181.02,Month-to-Month,Fiber Optic,Electronic Check,0.0
CUST0069,Male,0,18.0,25.38,435.45,Month-to-Month,No,Electronic Check,1.0
CUST0070,Female,1,48.0,93.01,4598.15,One Year,Fiber Optic,Bank Transfer,0.0
CUST0071,Male,1,60.0,66.89,4052.44,Two Year,DSL,Bank Transfer,0.0
CUST0072,Female,0,27.0,90.98,2342.65,Month-to-Month,Fiber Optic,Bank Transfer,1.0
CUST0073,Male,0,17.0,88.73,1473.6,Month-to-Month,Fiber Optic,Mailed Check,1.0
CUST0074,Male,0,43.0,55.03,2332.0,One Year,DSL,Mailed Check,1.0
CUST0075,Male,0,7.0,91.37,629.19,Two Year,Fiber Optic,Credit Card,0.0
CUST0076,Female,0,69.0,75.51,5029.32,Month-to-Month,Fiber Optic,Credit Card,0.0
CUST0077,Female,0,23.0,21.85,498.05,Two Year,No,Bank Transfer,0.0
CUST0078,Female,1,3.0,74.16,227.44,Two Year,DSL,Mailed Check,0.0
CUST0079,Female,0,44.0,75.72,3306.84,Month-to-Month,Fiber Optic,Electronic Check,1.0
CUST0080,Male,0,63.0,64.5,3990.62,One Year,DSL,Mailed Check,0.0
CUST0081,Female,0,9.0,29.55,259.42,One Year,No,Electronic Check,1.0
CUST0082,Male,0,34.0,76.19,2710.92,Month-to-Month,DSL,Credit Card,0.0
CUST0083,Female,0,,29.91,1045.57,Two Year,No,Electronic Check,1.0
CUST0084,Female,0,36.0,33.53,1190.04,Two Year,No,Electronic Check,0.0
CUST0085,Female,0,13.0,32.88,424.82,One Year,No,Electronic Check,0.0
CUST0086,Male,0,52.0,28.65,1555.33,One Year,No,Credit Card,0.0
CUST0087,Female,0,28.0,100.39,2950.82,One Year,Fiber Optic,Electronic Check,1.0
CUST0088,Male,0,67.0,104.27,6875.77,Two Year,Fiber Optic,Bank Transfer,1.0
CUST0089,Male,0,55.0,91.46,4984.5,One Year,Fiber Optic,Bank Transfer,0.0
CUST0090,Male,0,,52.19,1358.04,One Year,DSL,Credit Card,0.0
CUST0091,Female,1,11.0,18.79,201.65,,No,Bank Transfer,0.0
CUST0092,Female,1,4.0,30.67,123.62,One Year,No,Mailed Check,1.0
CUST0093,Female,1,10.0,79.38,820.7,Month-to-Month,Fiber Optic,Electronic Check,1.0
CUST0094,Female,0,39.0,87.61,3316.19,One Year,Fiber Optic,Mailed Check,1.0
CUST0095,Male,0,37.0,57.78,2127.64,Month-to-Month,DSL,Credit Card,0.0
CUST0096,Female,0,70.0,44.13,3175.75,Month-to-Month,DSL,Mailed Check,1.0
CUST0097,Male,0,48.0,104.78,4870.74,Month-to-Month,Fiber Optic,Credit Card,1.0
CUST0098,Male,0,55.0,21.01,1102.0,Month-to-Month,No,Credit Card,0.0
CUST0099,Male,0,46.0,91.19,4193.49,One Year,Fiber Optic,Credit Card,1.0
CUST0100,Male,0,2.0,82.27,163.04,Month-to-Month,Fiber Optic,Credit Card,1.0
CUST0101,Male,0,64.0,77.12,4938.4,One Year,Fiber Optic,Electronic Check,0.0
CUST0102,Male,1,7.0,54.52,395.21,Two Year,DSL,Credit Card,0.0
CUST0103,Female,0,54.0,16.12,845.05,Month-to-Month,No,Electronic Check,0.0
CUST0104,Male,0,,30.85,31.85,Month-to-Month,No,Bank Transfer,1.0
CUST0105,Male,0,,86.26,708.27,Month-to-Month,Fiber Optic,Mailed Check,1.0
CUST0106,Male,1,13.0,96.98,1225.19,One Year,Fiber Optic,Mailed Check,0.0
CUST0107,Female,1,36.0,68.61,2488.86,Month-to-Month,DSL,Electronic Check,1.0
CUST0108,Female,0,26.0,38.45,1009.75,One Year,No,Bank Transfer,0.0
CUST0109,Male,0,61.0,68.54,4280.46,Month-to-Month,Fiber Optic,Credit Card,0.0
CUST0110,Male,0,39.0,108.84,4291.62,Two Year,Fiber Optic,Bank Transfer,0.0
CUST0111,Female,0,55.0,43.56,2418.58,Month-to-Month,DSL,Mailed Check,0.0
CUST0112,Male,0,25.0,82.29,2039.31,One Year,Fiber Optic,Credit Card,0.0
CUST0113,Male,0,43.0,16.14,681.15,Two Year,No,Electronic Check,1.0
CUST0114,Female,0,46.0,76.33,3559.97,One Year,DSL,Electronic Check,0.0
CUST0115,Female,1,11.0,79.07,,One Year,DSL,Bank Transfer,0.0
CUST0116,Female,0,6.0,63.9,399.67,Two Year,DSL,Bank Transfer,0.0
CUST0117,Male,1,38.0,92.34,3561.61,Month-to-Month,Fiber Optic,Credit Card,1.0
CUST0118,Female,1,42.0,,2572.39,Month-to-Month,DSL,Electronic Check,1.0
CUST0119,Male,0,15.0,,1557.65,Two Year,Fiber Optic,Bank Transfer,0.0
CUST0120,Male,0,38.0,42.47,1539.23,Month-to-Month,DSL,Credit Card,0.0
CUST0121,Male,0,29.0,89.23,2520.07,Month-to-Month,Fiber Optic,Mailed Check,1.0
CUST0122,Female,0,61.0,85.19,4960.2,Month-to-Month,Fiber Optic,Electronic Check,1.0
CUST0123,Female,1,36.0,72.75,2718.29,Two Year,Fiber Optic,Bank Transfer,0.0
CUST0124,Female,0,51.0,60.43,2998.89,Two Year,DSL,Mailed Check,0.0
CUST0125,Female,0,40.0,66.89,2557.3,Two Year,DSL,Electronic Check,0.0
CUST0126,Female,1,60.0,60.37,3801.98,Two Year,DSL,Bank Transfer,1.0
CUST0127,Female,0,72.0,36.78,2619.34,Month-to-Month,No,Electronic Check,0.0
CUST0128,Male,1,41.0,33.61,1321.1,Month-to-Month,No,Bank Transfer,1.0
CUST0129,Male,0,17.0,53.44,869.97,Two Year,DSL,Credit Card,0.0
CUST0130,Female,0,57.0,96.92,5725.8,One Year,Fiber Optic,Credit Card,0.0
CUST0131,Female,0,58.0,37.54,2220.32,One Year,No,Bank Transfer,0.0
CUST0132,Female,0,44.0,23.84,1010.03,Month-to-Month,No,Mailed Check,0.0
CUST0133,Female,0,11.0,54.78,631.58,One Year,DSL,Bank Transfer,0.0
CUST0134,Female,0,34.0,48.68,1643.91,Two Year,DSL,Credit Card,0.0
CUST0135,Female,0,21.0,29.44,605.93,One Year,No,Mailed Check,0.0
CUST0136,Female,0,49.0,32.98,1639.87,One Year,No,Credit Card,1.0
CUST0137,Male,0,31.0,96.79,2932.57,Two Year,Fiber Optic,Electronic Check,1.0
CUST0138,Male,0,28.0,74.65,2127.93,One Year,Fiber Optic,Bank Transfer,0.0
CUST0139,Female,0,20.0,41.79,857.54,Month-to-Month,No,Bank Transfer,1.0
CUST0140,Female,0,33.0,47.45,1545.26,Two Year,DSL,Credit Card,0.0
CUST0141,Female,0,16.0,49.15,788.79,Month-to-Month,DSL,Electronic Check,1.0
CUST0142,Male,1,2.0,53.88,108.82,One Year,DSL,Credit Card,1.0
CUST0143,Female,0,59.0,60.15,3654.45,Month-to-Month,DSL,Electronic Check,1.0
CUST0144,Male,0,,111.21,7116.22,,Fiber Optic,Credit Card,0.0
CUST0145,Female,0,50.0,57.13,2754.38,Month-to-Month,DSL,Mailed Check,1.0
CUST0146,Male,0,31.0,21.79,701.33,Month-to-Month,No,Electronic Check,1.0
CUST0147,Female,0,37.0,100.58,3609.87,Month-to-Month,Fiber Optic,Electronic Check,0.0
CUST0148,Male,0,5.0,95.79,469.32,Two Year,Fiber Optic,Credit Card,0.0
CUST0149,Female,0,6.0,93.09,574.39,Month-to-Month,Fiber Optic,Bank Transfer,1.0
CUST0150,Female,0,11.0,53.5,,Two Year,DSL,Credit Card,0.0
CUST0151,Male,0,54.0,45.06,2470.53,Month-to-Month,DSL,Credit Card,0.0
CUST0152,Male,0,34.0,54.59,1919.25,Month-to-Month,DSL,Electronic Check,0.0
CUST0153,Male,1,36.0,61.01,2095.35,Two Year,DSL,Credit Card,0.0
CUST0154,Female,0,65.0,103.27,7042.9,Month-to-Month,Fiber Optic,Electronic Check,1.0
CUST0155,Male,0,20.0,77.42,1611.73,Month-to-Month,Fiber Optic,Credit Card,1.0
CUST0156,Female,0,68.0,54.09,,One Year,DSL,Bank Transfer,0.0
CUST0157,Female,0,16.0,106.36,1728.43,Month-to-Month,Fiber Optic,Credit Card,1.0
CUST0158,Female,1,46.0,70.93,3207.6,Month-to-Month,DSL,Credit Card,0.0
CUST0159,Male,0,7.0,94.94,642.49,Month-to-Month,Fiber Optic,Electronic Check,1.0
CUST0160,Female,0,43.0,105.15,4539.49,Month-to-Month,Fiber Optic,Mailed Check,1.0
CUST0161,Male,0,25.0,48.19,1257.02,Month-to-Month,DSL,Electronic Check,0.0
CUST0162,Female,0,52.0,92.61,4730.54,Two Year,Fiber Optic,Bank Transfer,0.0
CUST0163,Male,0,22.0,70.89,1529.63,One Year,Fiber Optic,Mailed Check,0.0
CUST0164,Female,1,0.0,73.59,73.59,Two Year,Fiber Optic,Bank Transfer,0.0
CUST0165,Male,1,42.0,91.07,3966.04,One Year,Fiber Optic,Credit Card,1.0
CUST0166,Male,0,32.0,110.9,3608.05,One Year,Fiber Optic,Mailed Check,0.0
CUST0167,Female,0,62.0,31.85,2030.46,One Year,No,Electronic Check,1.0
CUST0168,Female,0,3.0,104.94,324.2,Month-to-Month,Fiber Optic,Bank Transfer,1.0
CUST0169,Female,0,14.0,95.03,1314.51,Month-to-Month,Fiber Optic,Electronic Check,1.0
CUST0170,Male,0,10.0,97.92,975.63,Month-to-Month,Fiber Optic,Mailed Check,0.0
CUST0171,Female,0,25.0,49.74,1211.92,Month-to-Month,DSL,Bank Transfer,0.0
CUST0172,Female,0,42.0,45.95,1958.36,Two Year,DSL,Electronic Check,0.0
CUST0173,Male,0,20.0,74.45,1506.47,Month-to-Month,Fiber Optic,Mailed Check,1.0
CUST0174,Male,0,7.0,65.47,447.87,Month-to-Month,DSL,Electronic Check,1.0
CUST0175,Male,0,38.0,94.43,3612.49,Month-to-Month,Fiber Optic,Credit Card,1.0
CUST0176,Female,0,0.0,87.18,87.18,Month-to-Month,Fiber Optic,Mailed Check,1.0
CUST0177,Female,0,25.0,62.44,1614.05,Two Year,DSL,Credit Card,0.0
CUST0178,Male,0,49.0,105.76,5342.65,One Year,Fiber Optic,Mailed Check,0.0
CUST0179,Female,0,48.0,101.68,4683.32,Month-to-Month,Fiber Optic,Bank Transfer,1.0
CUST0180,Male,0,9.0,59.55,516.75,Month-to-Month,DSL,Bank Transfer,0.0
CUST0181,Male,0,38.0,69.04,2707.13,One Year,Fiber Optic,Mailed Check,0.0
CUST0182,Male,0,35.0,68.74,2363.4,Month-to-Month,DSL,Electronic Check,1.0
CUST0183,Male,0,1.0,74.2,72.5,One Year,Fiber Optic,Bank Transfer,0.0
CUST0184,Male,0,69.0,54.98,3981.59,Month-to-Month,DSL,Credit Card,1.0
CUST0185,Female,0,68.0,62.71,4279.56,Month-to-Month,DSL,Electronic Check,0.0
CUST0186,Female,0,11.0,28.32,299.68,Two Year,No,Mailed Check,0.0
CUST0187,Female,0,64.0,31.66,1942.99,One Year,No,Electronic Check,0.0
CUST0188,Female,0,13.0,50.24,645.34,Month-to-Month,DSL,Electronic Check,1.0
CUST0189,Male,0,61.0,94.18,5985.92,Month-to-Month,Fiber Optic,Mailed Check,1.0
CUST0190,Female,0,48.0,68.33,3403.81,Two Year,DSL,Mailed Check,1.0
CUST0191,Male,0,72.0,42.22,2955.82,Two Year,DSL,Mailed Check,0.0
CUST0192,Male,0,53.0,59.58,3283.5,,DSL,Credit Card,0.0
CUST0193,Male,0,12.0,67.99,786.11,Two Year,Fiber Optic,Credit Card,0.0
CUST0194,Female,0,12.0,35.3,438.49,Month-to-Month,No,Bank Transfer,0.0
CUST0195,Female,0,30.0,68.02,1950.44,Two Year,DSL,Electronic Check,0.0
CUST0196,Male,1,8.0,46.67,358.46,One Year,DSL,Credit Card,0.0
CUST0197,Female,1,16.0,48.36,785.81,Two Year,DSL,Mailed Check,1.0
CUST0198,Female,0,6.0,86.03,510.35,Two Year,Fiber Optic,Bank Transfer,1.0
CUST0199,Male,0,20.0,75.84,1473.6,Month-to-Month,Fiber Optic,Mailed Check,0.0
CUST0200,Male,0,44.0,53.8,2401.78,Month-to-Month,DSL,Credit Card,1.0
CUST0201,Female,0,33.0,66.88,2179.65,Month-to-Month,DSL,Mailed Check,1.0
CUST0202,Female,1,63.0,84.5,5290.28,Month-to-Month,Fiber Optic,Mailed Check,0.0
CUST0203,Female,1,20.0,28.77,572.53,Month-to-Month,No,Electronic Check,1.0
CUST0204,Female,1,68.0,92.29,5988.09,Month-to-Month,Fiber Optic,Bank Transfer,1.0
CUST0205,Male,0,23.0,59.13,1354.81,Two Year,DSL,Credit Card,0.0
CUST0206,Male,0,50.0,49.55,2543.0,Month-to-Month,DSL,Mailed Check,1.0
CUST0207,Female,1,7.0,93.81,637.34,Month-to-Month,Fiber Optic,Mailed Check,1.0
CUST0208,Male,0,61.0,22.7,1381.15,Month-to-Month,No,Electronic Check,0.0
CUST0209,Male,0,31.0,73.51,2376.36,Month-to-Month,Fiber Optic,Electronic Check,1.0
CUST0210,Female,0,21.0,74.61,1566.19,Month-to-Month,DSL,Electronic Check,1.0
CUST0211,Female,0,38.0,35.9,1398.99,Month-to-Month,No,Credit Card,0.0
CUST0212,Female,0,21.0,34.18,693.72,Month-to-Month,No,Bank Transfer,1.0
CUST0213,Female,0,22.0,35.08,778.73,Month-to-Month,No,Bank Transfer,1.0
CUST0214,Male,0,38.0,104.42,3833.39,One Year,Fiber Optic,Credit Card,1.0
CUST0215,Male,1,3.0,60.05,174.82,One Year,DSL,Credit Card,0.0
CUST0216,Male,0,40.0,91.79,3799.39,Two Year,Fiber Optic,Credit Card,0.0
CUST0217,Female,0,52.0,79.57,4057.21,Two Year,Fiber Optic,Electronic Check,1.0
CUST0218,Male,0,19.0,75.07,1449.59,Month-to-Month,Fiber Optic,Bank Transfer,1.0
CUST0219,Female,0,59.0,74.6,4393.03,One Year,Fiber Optic,Credit Card,1.0
CUST0220,Female,0,3.0,60.59,183.63,Month-to-Month,DSL,Bank Transfer,1.0
CUST0221,Female,0,23.0,70.62,1671.14,Month-to-Month,DSL,Credit Card,1.0
CUST0222,Female,0,54.0,51.77,2879.83,One Year,DSL,Electronic Check,0.0
CUST0223,Male,0,69.0,97.61,6674.41,Two Year,Fiber Optic,Bank Transfer,0.0
CUST0224,Female,0,60.0,25.31,1531.63,One Year,No,Mailed Check,0.0
CUST0225,Male,0,18.0,61.62,1147.09,Month-to-Month,DSL,Electronic Check,1.0
CUST0226,Female,0,69.0,76.03,5460.84,One Year,Fiber Optic,Credit Card,0.0
CUST0227,Female,0,59.0,106.63,5985.04,Month-to-Month,Fiber Optic,Mailed Check,1.0
CUST0228,Female,0,54.0,22.71,1258.15,Month-to-Month,No,Electronic Check,1.0
CUST0229,Male,0,55.0,64.21,3477.14,Month-to-Month,DSL,Bank Transfer,1.0
CUST0230,Male,0,31.0,109.14,3531.13,Month-to-Month,Fiber Optic,Credit Card,0.0
CUST0231,Female,0,57.0,25.15,1389.28,Month-to-Month,No,Bank Transfer,0.0
CUST0232,Female,1,60.0,46.79,2737.49,Two Year,DSL,Bank Transfer,0.0
CUST0233,Female,0,27.0,74.79,2028.12,Month-to-Month,Fiber Optic,Mailed Check,0.0
CUST0234,Female,0,1.0,74.62,77.32,Month-to-Month,Fiber Optic,Bank Transfer,1.0
CUST0235,Female,0,37.0,24.7,940.06,Month-to-Month,No,Bank Transfer,0.0
CUST0236,Female,0,14.0,75.13,1090.8,Month-to-Month,DSL,Electronic Check,1.0
CUST0237,Female,0,62.0,72.2,4379.01,Month-to-Month,Fiber Optic,Bank Transfer,1.0
CUST0238,Female,0,49.0,55.19,2619.59,Month-to-Month,DSL,Credit Card,0.0
CUST0239,Female,0,71.0,89.99,6410.39,Month-to-Month,Fiber Optic,Credit Card,1.0
CUST0240,Female,0,2.0,102.58,205.3,One Year,Fiber Optic,Bank Transfer,1.0
CUST0241,Male,0,47.0,59.36,2673.71,Two Year,DSL,Credit Card,0.0
CUST0242,Male,1,62.0,77.15,4698.64,Two Year,Fiber Optic,Mailed Check,0.0
CUST0243,Male,0,,93.29,6591.29,Month-to-Month,Fiber Optic,Electronic Check,0.0
CUST0244,Female,1,49.0,72.67,3703.72,One Year,DSL,Electronic Check,1.0
CUST0245,Female,0,29.0,69.62,1938.35,Month-to-Month,DSL,Credit Card,0.0
CUST0246,Male,0,57.0,88.19,5146.5,Two Year,Fiber Optic,Mailed Check,0.0
CUST0247,Male,0,15.0,49.49,755.84,Month-to-Month,DSL,Credit Card,1.0
CUST0248,Female,0,62.0,68.15,4166.31,Month-to-Month,DSL,Electronic Check,1.0
CUST0249,Female,0,16.0,103.19,1611.46,,Fiber Optic,Bank Transfer,1.0
CUST0250,Male,0,45.0,105.05,4670.71,Two Year,Fiber Optic,,0.0
CUST0251,Male,0,13.0,29.18,371.46,Two Year,No,Mailed Check,0.0
CUST0252,Female,0,70.0,93.65,6576.92,One Year,Fiber Optic,Credit Card,1.0
CUST0253,Female,0,35.0,47.38,1653.12,Month-to-Month,DSL,Bank Transfer,1.0
CUST0254,Male,0,40.0,75.61,3075.15,One Year,DSL,Electronic Check,0.0
CUST0255,Male,0,61.0,72.21,4623.04,Two Year,Fiber Optic,Bank Transfer,0.0
CUST0256,Female,0,66.0,99.76,6276.45,Two Year,Fiber Optic,Mailed Check,0.0
CUST0257,Male,0,46.0,71.96,3190.17,Month-to-Month,DSL,Credit Card,1.0
CUST0258,Female,1,37.0,95.48,3537.13,Month-to-Month,Fiber Optic,Mailed Check,0.0
CUST0259,Male,0,65.0,64.03,4065.79,Month-to-Month,DSL,Mailed Check,1.0
CUST0260,Male,0,5.0,46.97,245.92,Month-to-Month,DSL,Electronic Check,1.0
CUST0261,Female,0,55.0,95.02,,Two Year,Fiber Optic,Credit Card,1.0
CUST0262,Female,0,48.0,52.35,2456.97,Two Year,DSL,Electronic Check,0.0
CUST0263,Female,0,58.0,104.9,6207.26,Two Year,Fiber Optic,Electronic Check,0.0
CUST0264,Male,0,18.0,108.44,1972.98,Month-to-Month,Fiber Optic,Electronic Check,1.0
CUST0265,Female,0,7.0,22.22,160.67,Month-to-Month,No,,0.0
CUST0266,Female,0,32.0,80.97,2570.04,One Year,Fiber Optic,Electronic Check,1.0
CUST0267,Male,0,38.0,97.31,3841.27,One Year,Fiber Optic,Mailed Check,0.0
CUST0268,Female,0,38.0,30.69,1213.15,Month-to-Month,No,Credit Card,0.0
CUST0269,Female,0,11.0,60.35,633.56,Month-to-Month,DSL,Electronic Check,1.0
CUST0270,Male,0,37.0,33.15,1247.77,Month-to-Month,No,Electronic Check,0.0
CUST0271,Female,0,31.0,41.32,1272.08,Month-to-Month,No,Credit Card,1.0
CUST0272,Male,0,32.0,87.12,2828.47,Month-to-Month,Fiber Optic,Electronic Check,1.0
CUST0273,Female,0,59.0,69.13,4197.65,One Year,Fiber Optic,Electronic Check,0.0
CUST0274,Male,0,,74.18,3552.1,Month-to-Month,DSL,Electronic Check,1.0
CUST0275,Female,0,44.0,66.87,2909.32,Month-to-Month,Fiber Optic,Mailed Check,1.0
CUST0276,Male,0,29.0,68.77,1969.36,Month-to-Month,DSL,Mailed Check,0.0
CUST0277,Female,0,28.0,72.73,2013.13,Month-to-Month,DSL,Credit Card,0.0
CUST0278,Male,0,33.0,,1814.59,Two Year,DSL,Electronic Check,1.0
CUST0279,Male,0,20.0,29.63,597.37,Month-to-Month,No,Bank Transfer,1.0
CUST0280,Female,0,50.0,97.39,,One Year,Fiber Optic,Bank Transfer,1.0
CUST0281,Male,0,4.0,89.0,372.52,Two Year,Fiber Optic,Bank Transfer,1.0
CUST0282,Male,1,20.0,87.55,1782.65,Month-to-Month,Fiber Optic,Mailed Check,0.0
CUST0283,Male,1,25.0,33.3,839.89,Month-to-Month,No,Mailed Check,0.0
CUST0284,Female,0,14.0,105.37,1508.48,Two Year,Fiber Optic,Bank Transfer,1.0
CUST0285,Male,0,3.0,34.49,98.91,Month-to-Month,No,Electronic Check,0.0
CUST0286,Female,0,62.0,29.07,1825.16,Two Year,No,Credit Card,0.0
CUST0287,Female,0,42.0,31.87,1357.88,Two Year,No,Electronic Check,0.0
CUST0288,Female,0,46.0,28.96,1277.52,Month-to-Month,No,Bank Transfer,0.0
CUST0289,Male,0,14.0,70.29,999.66,One Year,DSL,Credit Card,0.0
CUST0290,Male,0,8.0,83.09,633.11,Month-to-Month,Fiber Optic,Credit Card,1.0
CUST0291,Female,0,33.0,51.72,1737.78,Month-to-Month,DSL,Mailed Check,0.0
CUST0292,Female,0,65.0,55.04,3481.86,Month-to-Month,DSL,Credit Card,1.0
CUST0293,Female,0,26.0,65.92,1722.31,Month-to-Month,DSL,Electronic Check,1.0
CUST0294,Male,0,24.0,71.69,1711.85,One Year,DSL,Credit Card,0.0
CUST0295,Female,0,13.0,77.42,985.32,One Year,Fiber Optic,Credit Card,1.0
CUST0296,Male,0,11.0,77.71,865.88,Month-to-Month,Fiber Optic,Credit Card,1.0
CUST0297,Male,0,25.0,97.7,2462.84,Month-to-Month,Fiber Optic,Mailed Check,1.0
CUST0298,Male,0,27.0,53.51,1494.28,Month-to-Month,DSL,Credit Card,0.0
CUST0299,Male,0,48.0,109.2,5040.33,Month-to-Month,Fiber Optic,Electronic Check,1.0
CUST0300,Male,1,54.0,52.14,,Two Year,DSL,Credit Card,1.0
CUST0301,Female,0,72.0,69.9,4805.41,Month-to-Month,DSL,Credit Card,1.0
